trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,FALSE,"{'a': 0.001, 'e': 0.9841997840095373}",25,12,-65.99194859,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
180,FALSE,"{'a': 0.001, 'e': 0.9840222304099036}",20,8,-26.10303959,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
181,FALSE,"{'a': 0.001, 'e': 0.9838436927881214}",20,0,-40.83819232,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
182,FALSE,"{'a': 0.001, 'e': 0.9836641713227284}",30,3,-128.9127119,"{0: 14, 1: 5, 2: 6, 3: 1, 4: 1}",1
183,FALSE,"{'a': 0.001, 'e': 0.9834836661932461}",30,0,-50.28217777,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
184,FALSE,"{'a': 0.001, 'e': 0.9833021775801796}",25,0,-187.4988831,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
185,FALSE,"{'a': 0.001, 'e': 0.9831197056650174}",20,0,-187.8969803,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
186,FALSE,"{'a': 0.001, 'e': 0.9829362506302315}",35,0,-312.1682092,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 7}",0
187,FALSE,"{'a': 0.001, 'e': 0.9827518126592768}",20,0,-46.82063761,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
188,FALSE,"{'a': 0.001, 'e': 0.9825663919365915}",20,0,-79.11121711,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
189,FALSE,"{'a': 0.001, 'e': 0.9823799886475959}",25,0,-78.95441182,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
190,FALSE,"{'a': 0.001, 'e': 0.9821926029786937}",20,0,-123.1136727,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
191,FALSE,"{'a': 0.001, 'e': 0.9820042351172703}",20,0,-129.1264438,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
192,FALSE,"{'a': 0.001, 'e': 0.9818148852516937}",30,0,-71.04044371,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
193,FALSE,"{'a': 0.001, 'e': 0.9816245535713135}",25,0,-204.0323655,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
194,FALSE,"{'a': 0.001, 'e': 0.9814332402664617}",20,0,-102.9859897,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",1
195,FALSE,"{'a': 0.001, 'e': 0.9812409455284513}",20,0,-147.0049345,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
196,FALSE,"{'a': 0.001, 'e': 0.9810476695495772}",30,0,-193.2991422,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
197,FALSE,"{'a': 0.001, 'e': 0.9808534125231153}",25,0,-197.9414293,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
198,FALSE,"{'a': 0.001, 'e': 0.9806581746433226}",25,0,-46.03029172,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
199,FALSE,"{'a': 0.001, 'e': 0.9804619561054371}",20,0,-122.1921205,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
200,FALSE,"{'a': 0.001, 'e': 0.9802647571056771}",25,0,-46.4285176,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
201,FALSE,"{'a': 0.001, 'e': 0.9800665778412416}",25,0,-59.64284613,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
202,FALSE,"{'a': 0.001, 'e': 0.97986741851031}",20,0,-86.14258758,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",1
203,FALSE,"{'a': 0.001, 'e': 0.9796672793120416}",25,9,-36.22128642,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
204,FALSE,"{'a': 0.001, 'e': 0.9794661604465754}",20,0,-32.47845634,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
205,FALSE,"{'a': 0.001, 'e': 0.9792640621150305}",30,0,-188.6044354,"{0: 15, 1: 7, 2: 5, 3: 0, 4: 3}",0
206,FALSE,"{'a': 0.001, 'e': 0.9790609845195051}",25,0,-159.5067076,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
207,FALSE,"{'a': 0.001, 'e': 0.9788569278630767}",25,0,-85.05249558,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
208,FALSE,"{'a': 0.001, 'e': 0.978651892349802}",25,7,-33.32184549,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
209,FALSE,"{'a': 0.001, 'e': 0.9784458781847165}",30,11,-120.112929,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 2}",1
210,FALSE,"{'a': 0.001, 'e': 0.9782388855738344}",25,0,-12.9191466,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
211,FALSE,"{'a': 0.001, 'e': 0.9780309147241483}",20,0,-54.45087816,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,FALSE,"{'a': 0.001, 'e': 0.9778219658436289}",20,0,-59.53169021,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
213,FALSE,"{'a': 0.001, 'e': 0.9776120391412251}",20,0,-155.2350851,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
214,FALSE,"{'a': 0.001, 'e': 0.9774011348268636}",25,0,-77.47687646,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
215,FALSE,"{'a': 0.001, 'e': 0.9771892531114489}",25,0,-3.351424617,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
216,FALSE,"{'a': 0.001, 'e': 0.9769763942068623}",20,0,-105.9222579,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
217,FALSE,"{'a': 0.001, 'e': 0.9767625583259631}",20,0,-113.4809869,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
218,FALSE,"{'a': 0.001, 'e': 0.976547745682587}",20,0,-31.81441637,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
219,FALSE,"{'a': 0.001, 'e': 0.9763319564915464}",25,0,-144.4564696,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
220,FALSE,"{'a': 0.001, 'e': 0.9761151909686308}",25,6,-82.10885357,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 0}",1
221,FALSE,"{'a': 0.001, 'e': 0.9758974493306055}",20,0,-145.294804,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
222,FALSE,"{'a': 0.001, 'e': 0.9756787317952123}",35,0,-100.3277805,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
223,FALSE,"{'a': 0.001, 'e': 0.9754590385811684}",20,0,-127.6610011,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
224,FALSE,"{'a': 0.001, 'e': 0.9752383699081674}",20,9,-9.880113918,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,FALSE,"{'a': 0.001, 'e': 0.9750167259968777}",30,0,-115.4342162,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
226,FALSE,"{'a': 0.001, 'e': 0.9747941070689433}",20,0,-78.88382095,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
227,FALSE,"{'a': 0.001, 'e': 0.974570513346983}",25,0,-122.9390825,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
228,FALSE,"{'a': 0.001, 'e': 0.9743459450545906}",30,0,-91.61606322,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
229,FALSE,"{'a': 0.001, 'e': 0.9741204024163344}",25,0,-209.3721669,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
230,FALSE,"{'a': 0.001, 'e': 0.9738938856577568}",20,0,-23.09617348,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
231,FALSE,"{'a': 0.001, 'e': 0.9736663950053749}",20,0,-201.9615932,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
232,FALSE,"{'a': 0.001, 'e': 0.9734379306866789}",20,0,-60.10922341,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
233,FALSE,"{'a': 0.001, 'e': 0.9732084929301336}",25,0,-156.9435191,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
234,FALSE,"{'a': 0.001, 'e': 0.9729780819651762}",30,0,-97.52166221,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
235,FALSE,"{'a': 0.001, 'e': 0.9727466980222181}",30,0,-136.1104026,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
236,FALSE,"{'a': 0.001, 'e': 0.972514341332643}",35,0,-131.3526455,"{0: 21, 1: 6, 2: 5, 3: 2, 4: 1}",0
237,FALSE,"{'a': 0.001, 'e': 0.9722810121288076}",20,0,-23.38075797,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
238,FALSE,"{'a': 0.001, 'e': 0.9720467106440411}",20,0,-39.02751138,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
239,FALSE,"{'a': 0.001, 'e': 0.971811437112645}",25,0,-120.641366,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
240,FALSE,"{'a': 0.001, 'e': 0.9715751917698927}",25,12,-15.62937368,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
241,FALSE,"{'a': 0.001, 'e': 0.9713379748520296}",20,4,-136.5551701,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 2}",1
242,FALSE,"{'a': 0.001, 'e': 0.9710997865962726}",30,0,-261.4422757,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 5}",0
243,FALSE,"{'a': 0.001, 'e': 0.97086062724081}",30,0,-151.3968797,"{0: 19, 1: 6, 2: 2, 3: 0, 4: 3}",0
244,FALSE,"{'a': 0.001, 'e': 0.970620497024801}",25,0,-164.2154359,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 4}",0
245,FALSE,"{'a': 0.001, 'e': 0.9703793961883759}",25,0,-195.0244931,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
246,FALSE,"{'a': 0.001, 'e': 0.9701373249726354}",35,0,-164.6526779,"{0: 28, 1: 0, 2: 2, 3: 1, 4: 4}",1
247,FALSE,"{'a': 0.001, 'e': 0.9698942836196508}",25,0,-73.35137691,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
248,FALSE,"{'a': 0.001, 'e': 0.9696502723724634}",20,0,-75.46659437,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
249,FALSE,"{'a': 0.001, 'e': 0.9694052914750845}",30,0,-144.0613151,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",1
250,FALSE,"{'a': 0.001, 'e': 0.9691593411724948}",20,0,-160.781487,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
251,FALSE,"{'a': 0.001, 'e': 0.9689124217106447}",25,0,-156.4922708,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
252,FALSE,"{'a': 0.001, 'e': 0.9686645333364537}",25,1,-77.84146522,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 1}",1
253,FALSE,"{'a': 0.001, 'e': 0.9684156762978101}",20,0,-83.32519351,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
254,FALSE,"{'a': 0.001, 'e': 0.9681658508435709}",25,10,-172.1013394,"{0: 5, 1: 2, 2: 5, 3: 0, 4: 3}",1
255,FALSE,"{'a': 0.001, 'e': 0.9679150572235615}",20,0,-58.35373973,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",0
256,FALSE,"{'a': 0.001, 'e': 0.9676632956885756}",30,0,-50.0834387,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
257,FALSE,"{'a': 0.001, 'e': 0.9674105664903746}",25,0,-97.19811654,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
258,FALSE,"{'a': 0.001, 'e': 0.9671568698816877}",25,0,-65.28188977,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
259,FALSE,"{'a': 0.001, 'e': 0.9669022061162116}",30,0,-188.1919066,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
260,FALSE,"{'a': 0.001, 'e': 0.9666465754486098}",20,9,-13.47292874,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
261,FALSE,"{'a': 0.001, 'e': 0.9663899781345132}",20,0,-25.5152666,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
262,FALSE,"{'a': 0.001, 'e': 0.966132414430519}",30,3,-98.87576589,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 1}",1
263,FALSE,"{'a': 0.001, 'e': 0.9658738845941909}",20,0,-102.9484325,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
264,FALSE,"{'a': 0.001, 'e': 0.9656143888840587}",25,0,-114.6295052,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
265,FALSE,"{'a': 0.001, 'e': 0.965353927559618}",20,0,-73.44976452,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
266,FALSE,"{'a': 0.001, 'e': 0.9650925008813303}",25,0,-203.0849346,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
267,FALSE,"{'a': 0.001, 'e': 0.9648301091106221}",20,0,-31.19491848,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
268,FALSE,"{'a': 0.001, 'e': 0.9645667525098851}",20,0,-18.78259081,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
269,FALSE,"{'a': 0.001, 'e': 0.9643024313424761}",25,0,-79.2765632,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
270,FALSE,"{'a': 0.001, 'e': 0.964037145872716}",25,10,-39.06799627,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
271,FALSE,"{'a': 0.001, 'e': 0.9637708963658905}",25,0,-84.22769618,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
272,FALSE,"{'a': 0.001, 'e': 0.9635036830882489}",20,0,-181.7218927,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
273,FALSE,"{'a': 0.001, 'e': 0.9632355063070045}",20,0,-173.3897283,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
274,FALSE,"{'a': 0.001, 'e': 0.962966366290334}",20,5,-106.0679054,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 2}",1
275,FALSE,"{'a': 0.001, 'e': 0.9626962633073776}",20,0,-43.38326451,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
276,FALSE,"{'a': 0.001, 'e': 0.962425197628238}",25,0,-197.0629757,"{0: 10, 1: 7, 2: 5, 3: 0, 4: 3}",0
277,FALSE,"{'a': 0.001, 'e': 0.9621531695239809}",20,0,-142.1817812,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
278,FALSE,"{'a': 0.001, 'e': 0.9618801792666346}",20,0,-163.2034072,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
279,FALSE,"{'a': 0.001, 'e': 0.9616062271291891}",20,0,-156.0012159,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
280,FALSE,"{'a': 0.001, 'e': 0.9613313133855966}",20,0,-48.11232888,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
281,FALSE,"{'a': 0.001, 'e': 0.9610554383107709}",20,0,-124.7059696,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
282,FALSE,"{'a': 0.001, 'e': 0.960778602180587}",20,0,-62.09978214,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
283,FALSE,"{'a': 0.001, 'e': 0.960500805271881}",25,1,-156.6854554,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 2}",1
284,FALSE,"{'a': 0.001, 'e': 0.9602220478624496}",25,15,-90.59657037,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
285,FALSE,"{'a': 0.001, 'e': 0.9599423302310505}",25,0,-138.6493313,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
286,FALSE,"{'a': 0.001, 'e': 0.9596616526574011}",20,0,-84.69226273,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
287,FALSE,"{'a': 0.001, 'e': 0.959380015422179}",25,0,-159.9676487,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
288,FALSE,"{'a': 0.001, 'e': 0.9590974188070215}",20,0,-150.916391,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
289,FALSE,"{'a': 0.001, 'e': 0.9588138630945251}",25,0,-127.2274602,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
290,FALSE,"{'a': 0.001, 'e': 0.9585293485682455}",20,0,-126.3656829,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
291,FALSE,"{'a': 0.001, 'e': 0.9582438755126972}",25,0,-175.3834121,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
292,FALSE,"{'a': 0.001, 'e': 0.9579574442133532}",30,0,-214.5084758,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
293,FALSE,"{'a': 0.001, 'e': 0.9576700549566448}",25,0,-85.52850559,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
294,FALSE,"{'a': 0.001, 'e': 0.9573817080299614}",25,0,-20.14354303,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
295,FALSE,"{'a': 0.001, 'e': 0.9570924037216496}",20,0,-20.7126312,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
296,FALSE,"{'a': 0.001, 'e': 0.9568021423210139}",25,0,-134.6858983,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
297,FALSE,"{'a': 0.001, 'e': 0.9565109241183156}",20,0,-23.42153784,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
298,FALSE,"{'a': 0.001, 'e': 0.9562187494047729}",20,0,-122.3037347,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
299,FALSE,"{'a': 0.001, 'e': 0.9559256184725605}",30,9,-32.64557322,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
300,FALSE,"{'a': 0.001, 'e': 0.9556315316148093}",20,0,-22.66368728,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
301,FALSE,"{'a': 0.001, 'e': 0.955336489125606}",25,0,-172.9335576,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
302,FALSE,"{'a': 0.001, 'e': 0.9550404912999932}",35,0,-134.9585059,"{0: 22, 1: 1, 2: 10, 3: 1, 4: 1}",0
303,FALSE,"{'a': 0.001, 'e': 0.9547435384339689}",25,0,-137.4062388,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
304,FALSE,"{'a': 0.001, 'e': 0.9544456308244855}",30,0,-140.7566272,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
305,FALSE,"{'a': 0.001, 'e': 0.9541467687694509}",20,0,8.823876979,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,FALSE,"{'a': 0.001, 'e': 0.9538469525677271}",25,0,-96.24538631,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
307,FALSE,"{'a': 0.001, 'e': 0.9535461825191301}",20,0,-38.52911282,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
308,FALSE,"{'a': 0.001, 'e': 0.9532444589244301}",20,0,-135.5234268,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
309,FALSE,"{'a': 0.001, 'e': 0.9529417820853506}",35,0,-237.5892623,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 4}",0
310,FALSE,"{'a': 0.001, 'e': 0.9526381523045685}",20,0,-38.44256146,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
311,FALSE,"{'a': 0.001, 'e': 0.9523335698857134}",35,21,-33.78393089,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
312,FALSE,"{'a': 0.001, 'e': 0.9520280351333678}",30,0,-63.79451897,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
313,FALSE,"{'a': 0.001, 'e': 0.9517215483530664}",20,0,-99.42188635,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
314,FALSE,"{'a': 0.001, 'e': 0.9514141098512959}",20,0,-82.64578144,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
315,FALSE,"{'a': 0.001, 'e': 0.951105719935495}",20,4,-93.11374714,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
316,FALSE,"{'a': 0.001, 'e': 0.9507963789140532}",20,0,-39.63487534,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
317,FALSE,"{'a': 0.001, 'e': 0.9504860870963119}",20,9,-108.473995,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 2}",1
318,FALSE,"{'a': 0.001, 'e': 0.9501748447925626}",20,0,-169.5815145,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
319,FALSE,"{'a': 0.001, 'e': 0.9498626523140478}",25,0,-77.6135671,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
320,FALSE,"{'a': 0.001, 'e': 0.9495495099729597}",20,0,-123.344668,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
321,FALSE,"{'a': 0.001, 'e': 0.9492354180824408}",25,0,-107.9978685,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
322,FALSE,"{'a': 0.001, 'e': 0.948920376956583}",25,0,-91.37533575,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
323,FALSE,"{'a': 0.001, 'e': 0.9486043869104273}",20,0,-57.76264107,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
324,FALSE,"{'a': 0.001, 'e': 0.9482874482599637}",25,0,-215.2394001,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
325,FALSE,"{'a': 0.001, 'e': 0.9479695613221308}",20,0,-79.88525181,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
326,FALSE,"{'a': 0.001, 'e': 0.9476507264148157}",25,0,-63.5197123,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
327,FALSE,"{'a': 0.001, 'e': 0.9473309438568531}",30,0,-64.10694658,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
328,FALSE,"{'a': 0.001, 'e': 0.9470102139680256}",20,10,-8.1512594,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,FALSE,"{'a': 0.001, 'e': 0.9466885370690631}",25,0,-149.9491824,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
330,FALSE,"{'a': 0.001, 'e': 0.9463659134816423}",20,0,-79.39769001,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
331,FALSE,"{'a': 0.001, 'e': 0.946042343528387}",25,0,-140.4740737,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
332,FALSE,"{'a': 0.001, 'e': 0.9457178275328669}",35,0,-121.230389,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
333,FALSE,"{'a': 0.001, 'e': 0.9453923658195982}",30,0,-94.70471003,"{0: 19, 1: 0, 2: 10, 3: 1, 4: 0}",0
334,FALSE,"{'a': 0.001, 'e': 0.9450659587140423}",20,0,-87.69510462,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
335,FALSE,"{'a': 0.001, 'e': 0.9447386065426066}",20,6,-27.89057676,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
336,FALSE,"{'a': 0.001, 'e': 0.944410309632643}",20,0,-62.31693458,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
337,FALSE,"{'a': 0.001, 'e': 0.9440810683124485}",25,5,-124.4667797,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
338,FALSE,"{'a': 0.001, 'e': 0.9437508829112643}",25,0,-129.2158853,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
339,FALSE,"{'a': 0.001, 'e': 0.9434197537592759}",25,6,-87.91720778,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
340,FALSE,"{'a': 0.001, 'e': 0.9430876811876123}",30,0,-210.2403133,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",0
341,FALSE,"{'a': 0.001, 'e': 0.9427546655283462}",20,6,-55.56074907,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
342,FALSE,"{'a': 0.001, 'e': 0.9424207071144931}",30,0,-177.4391374,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
343,FALSE,"{'a': 0.001, 'e': 0.9420858062800114}",20,0,-163.0057106,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
344,FALSE,"{'a': 0.001, 'e': 0.941749963359802}",20,0,-21.31875234,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
345,FALSE,"{'a': 0.001, 'e': 0.9414131786897075}",20,0,-116.3789096,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
346,FALSE,"{'a': 0.001, 'e': 0.941075452606513}",20,5,-43.37024932,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
347,FALSE,"{'a': 0.001, 'e': 0.9407367854479443}",20,0,-96.42897873,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
348,FALSE,"{'a': 0.001, 'e': 0.9403971775526684}",20,0,-163.4022892,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
349,FALSE,"{'a': 0.001, 'e': 0.9400566292602934}",20,0,-206.6640874,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
350,FALSE,"{'a': 0.001, 'e': 0.9397151409113674}",25,0,-88.25517068,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
351,FALSE,"{'a': 0.001, 'e': 0.9393727128473789}",25,0,-261.8745245,"{0: 10, 1: 7, 2: 2, 3: 1, 4: 5}",0
352,FALSE,"{'a': 0.001, 'e': 0.9390293454107558}",35,0,-248.0291224,"{0: 16, 1: 5, 2: 10, 3: 1, 4: 3}",0
353,FALSE,"{'a': 0.001, 'e': 0.9386850389448655}",30,10,-86.74392491,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
354,FALSE,"{'a': 0.001, 'e': 0.9383397937940146}",25,0,-114.4961372,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
355,FALSE,"{'a': 0.001, 'e': 0.937993610303448}",20,0,-129.2270042,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
356,FALSE,"{'a': 0.001, 'e': 0.9376464888193493}",20,1,-85.52012116,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
357,FALSE,"{'a': 0.001, 'e': 0.9372984296888399}",25,0,-91.83650331,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
358,FALSE,"{'a': 0.001, 'e': 0.9369494332599789}",20,3,-64.38786987,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
359,FALSE,"{'a': 0.001, 'e': 0.9365994998817627}",20,0,-60.5884901,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
